Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.59380692199316,5,0,22,0
2,8.59380692199316,5,0,22,0
3,8.59380692199316,5,0,22,0
4,7.724183350392671,4,0,22,0
5,7.724183350392671,4,0,22,0
6,7.724183350392671,4,0,22,0
7,7.724183350392671,4,0,22,0
8,7.724183350392671,4,0,22,0
9,7.724183350392671,4,0,22,0
10,4.974942573634472,4,0,22,0
11,3.6905219365748287,4,0,22,0
12,1.1779711596123725,2,0,22,0
13,0.5530076796713068,3,0,22,0
14,0.5530076796713068,3,0,22,0
15,0.5530076796713068,3,0,22,0
16,0.5530076796713068,3,0,22,0
17,0.5530076796713068,3,0,22,0
18,0,0,0,22,0
