Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.5875192956259685,3,0,109,1
2,3.5875192956259685,3,0,109,1
3,3.5875192956259685,3,0,109,1
4,3.5875192956259685,3,0,109,1
5,2.120858295485384,3,0,109,1
6,2.120858295485384,3,0,109,1
7,2.120858295485384,3,0,109,1
8,2.120858295485384,3,0,109,1
9,1.840863129733588,3,0,109,1
10,1.714788222244966,2,0,109,1
11,0.01945192362205539,2,0,109,1
12,0.01945192362205539,2,0,109,1
13,0.01945192362205539,2,0,109,1
14,0,0,0,109,1
