Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.6778816835553982,4,0,99,1
2,3.5386020708668733,4,0,99,1
3,3.0285227706889932,2,0,99,1
4,3.0285227706889932,2,0,99,1
5,2.03605390424665,4,0,99,1
6,2.03605390424665,4,0,99,1
7,2.03605390424665,4,0,99,1
8,2.03605390424665,4,0,99,1
9,2.03605390424665,4,0,99,1
10,2.03605390424665,4,0,99,1
11,2.03605390424665,4,0,99,1
12,2.03605390424665,4,0,99,1
13,2.03605390424665,4,0,99,1
14,0.35732550425228204,2,0,99,1
15,0,0,0,99,1
