Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.991635345996757,2,0,649,5
2,1.991635345996757,2,0,649,5
3,1.991635345996757,2,0,649,5
4,1.991635345996757,2,0,649,5
5,1.6368751862509647,4,0,649,5
6,1.6368751862509647,4,0,649,5
7,1.6368751862509647,4,0,649,5
8,1.6368751862509647,4,0,649,5
9,1.534178277794707,2,0,649,5
10,1.534178277794707,2,0,649,5
11,1.534178277794707,2,0,649,5
12,0.8911751966450971,2,0,649,5
13,0.8911751966450971,2,0,649,5
14,0.8911751966450971,2,0,649,5
15,0.8911751966450971,2,0,649,5
16,0.6763749772669456,2,0,649,5
17,0,0,0,649,5
