Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.7692796172340595,4,0,669,5
2,4.7692796172340595,4,0,669,5
3,4.7692796172340595,4,0,669,5
4,4.7692796172340595,4,0,669,5
5,3.239956102692899,5,0,669,5
6,3.239956102692899,5,0,669,5
7,3.239956102692899,5,0,669,5
8,3.239956102692899,5,0,669,5
9,3.239956102692899,5,0,669,5
10,3.239956102692899,5,0,669,5
11,3.239956102692899,5,0,669,5
12,3.239956102692899,5,0,669,5
13,3.239956102692899,5,0,669,5
14,3.239956102692899,5,0,669,5
15,3.239956102692899,5,0,669,5
