Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.752939306505873,3,0,80,1
2,6.752939306505873,3,0,80,1
3,6.752939306505873,3,0,80,1
4,6.752939306505873,3,0,80,1
5,6.508972157695016,5,0,80,1
6,6.508972157695016,5,0,80,1
7,6.508972157695016,5,0,80,1
8,6.508972157695016,5,0,80,1
9,6.508972157695016,5,0,80,1
10,6.508972157695016,5,0,80,1
11,5.639549610453614,5,0,80,1
12,2.4495630692386356,4,0,80,1
13,2.4495630692386356,4,0,80,1
14,2.4495630692386356,4,0,80,1
15,2.4495630692386356,4,0,80,1
16,0.7018161857542253,2,0,80,1
17,0,0,0,80,1
