Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.804160054161862,4,0,144,1
2,2.804160054161862,4,0,144,1
3,2.804160054161862,4,0,144,1
4,2.804160054161862,4,0,144,1
5,2.804160054161862,4,0,144,1
6,2.804160054161862,4,0,144,1
7,2.804160054161862,4,0,144,1
8,1.0612101265136982,2,0,144,1
9,0.8886685209383351,4,0,144,1
10,0.8886685209383351,4,0,144,1
11,0.8886685209383351,4,0,144,1
12,0.8886685209383351,4,0,144,1
13,0.8886685209383351,4,0,144,1
14,0,0,0,144,1
