Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,13.412934735041341,8,0,152,0
2,13.412934735041341,8,0,152,0
3,13.412934735041341,8,0,152,0
4,13.412934735041341,8,0,152,0
5,13.412934735041341,8,0,152,0
6,13.412934735041341,8,0,152,0
7,13.412934735041341,8,0,152,0
8,13.412934735041341,8,0,152,0
9,13.412934735041341,8,0,152,0
10,10.450373166679903,9,0,152,0
11,10.450373166679903,9,0,152,0
12,10.450373166679903,9,0,152,0
13,10.450373166679903,9,0,152,0
14,10.450373166679903,9,0,152,0
15,10.450373166679903,9,0,152,0
16,8.326661183589247,7,0,152,0
17,8.326661183589247,7,0,152,0
18,4.473281670543148,6,0,152,0
19,4.473281670543148,6,0,152,0
20,4.473281670543148,6,0,152,0
21,3.411979906205751,4,0,152,0
22,0,0,0,152,0
