Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,0.7194507859368731,2,0,583,4
2,0.7194507859368731,2,0,583,4
3,0.7194507859368731,2,0,583,4
4,0.7194507859368731,2,0,583,4
5,0.7194507859368731,2,0,583,4
6,0.7194507859368731,2,0,583,4
7,0.7194507859368731,2,0,583,4
8,0.2711157970093545,2,0,583,4
9,0.2711157970093545,2,0,583,4
10,0.2711157970093545,2,0,583,4
11,0.2711157970093545,2,0,583,4
12,0.2711157970093545,2,0,583,4
13,0.2711157970093545,2,0,583,4
14,0.2711157970093545,2,0,583,4
15,0.2711157970093545,2,0,583,4
16,0.2711157970093545,2,0,583,4
17,0.2711157970093545,2,0,583,4
18,0,0,0,583,4
