Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.8107996847406902,3,0,184,0
2,1.8107996847406902,3,0,184,0
3,1.8107996847406902,3,0,184,0
4,1.8107996847406902,3,0,184,0
5,1.1323092444193747,4,0,184,0
6,1.1323092444193747,4,0,184,0
7,1.1323092444193747,4,0,184,0
8,1.1323092444193747,4,0,184,0
9,1.1323092444193747,4,0,184,0
10,1.1323092444193747,4,0,184,0
11,1.1323092444193747,4,0,184,0
12,1.1323092444193747,4,0,184,0
13,0.17716883288190743,2,0,184,0
14,0.17716883288190743,2,0,184,0
15,0,0,0,184,0
