Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.16731001963257,3,0,579,4
2,3.083442168529107,4,0,579,4
3,3.083442168529107,4,0,579,4
4,3.083442168529107,4,0,579,4
5,2.3595316081923494,2,0,579,4
6,2.3595316081923494,2,0,579,4
7,1.65765037726033,3,0,579,4
8,1.65765037726033,3,0,579,4
9,1.65765037726033,3,0,579,4
10,1.65765037726033,3,0,579,4
11,1.65765037726033,3,0,579,4
12,1.65765037726033,3,0,579,4
13,1.65765037726033,3,0,579,4
14,1.65765037726033,3,0,579,4
15,1.65765037726033,3,0,579,4
16,1.65765037726033,3,0,579,4
17,1.65765037726033,3,0,579,4
