Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,11.648796459961778,3,0,683,5
2,10.17170049734004,4,0,683,5
3,8.359295107801266,7,0,683,5
4,8.359295107801266,7,0,683,5
5,8.359295107801266,7,0,683,5
6,8.359295107801266,7,0,683,5
7,8.359295107801266,7,0,683,5
8,8.359295107801266,7,0,683,5
9,7.770697406455614,4,0,683,5
10,5.488139799885708,4,0,683,5
11,3.143095682585221,4,0,683,5
12,3.143095682585221,4,0,683,5
13,3.143095682585221,4,0,683,5
14,3.143095682585221,4,0,683,5
15,1.0801060486350593,3,0,683,5
16,0.6735922187708532,2,0,683,5
17,0.6735922187708532,2,0,683,5
18,0.6735922187708532,2,0,683,5
19,0.6735922187708532,2,0,683,5
20,0.6735922187708532,2,0,683,5
21,0.12252392108561949,2,0,683,5
22,0.12252392108561949,2,0,683,5
23,0.12252392108561949,2,0,683,5
24,0.12252392108561949,2,0,683,5
25,0,0,0,683,5
