Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.892043609980278,2,0,611,4
2,1.3459443019268509,2,0,611,4
3,1.3459443019268509,2,0,611,4
4,1.3459443019268509,2,0,611,4
5,1.3459443019268509,2,0,611,4
6,0.09300962826213066,2,0,611,4
7,0.09300962826213066,2,0,611,4
8,0.09300962826213066,2,0,611,4
9,0.09300962826213066,2,0,611,4
10,0.09300962826213066,2,0,611,4
11,0.09300962826213066,2,0,611,4
12,0.09300962826213066,2,0,611,4
13,0.09300962826213066,2,0,611,4
14,0.09300962826213066,2,0,611,4
15,0.09300962826213066,2,0,611,4
16,0,0,0,611,4
