Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,10.873988910001982,3,0,581,4
2,6.860206361513317,5,0,581,4
3,6.860206361513317,5,0,581,4
4,3.1729006733469163,6,0,581,4
5,3.1729006733469163,6,0,581,4
6,3.1729006733469163,6,0,581,4
7,3.1729006733469163,6,0,581,4
8,3.1729006733469163,6,0,581,4
9,3.1729006733469163,6,0,581,4
10,3.1729006733469163,6,0,581,4
11,3.1729006733469163,6,0,581,4
12,3.1729006733469163,6,0,581,4
13,3.1729006733469163,6,0,581,4
14,3.1729006733469163,6,0,581,4
