Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,19.057691819374377,5,0,710,6
2,19.057691819374377,5,0,710,6
3,12.013398892915642,7,0,710,6
4,9.625398231359643,6,0,710,6
5,9.625398231359643,6,0,710,6
6,7.5790790615942605,4,0,710,6
7,3.6582280360346644,6,0,710,6
8,3.6582280360346644,6,0,710,6
9,3.6582280360346644,6,0,710,6
10,3.6582280360346644,6,0,710,6
11,3.6582280360346644,6,0,710,6
12,3.6582280360346644,6,0,710,6
13,3.6582280360346644,6,0,710,6
14,3.6582280360346644,6,0,710,6
15,3.6582280360346644,6,0,710,6
16,3.6582280360346644,6,0,710,6
17,3.500723392592011,4,0,710,6
18,3.500723392592011,4,0,710,6
19,3.500723392592011,4,0,710,6
20,3.500723392592011,4,0,710,6
21,3.500723392592011,4,0,710,6
22,3.500723392592011,4,0,710,6
23,3.500723392592011,4,0,710,6
24,3.500723392592011,4,0,710,6
25,2.528727368189518,2,0,710,6
26,0,0,0,710,6
