Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.3520155301036745,2,0,127,1
2,1.3520155301036745,2,0,127,1
3,1.3520155301036745,2,0,127,1
4,1.3520155301036745,2,0,127,1
5,1.3520155301036745,2,0,127,1
6,0.2837046676610484,2,0,127,1
7,0.2837046676610484,2,0,127,1
8,0.2837046676610484,2,0,127,1
9,0.2837046676610484,2,0,127,1
10,0.2837046676610484,2,0,127,1
11,0.2837046676610484,2,0,127,1
12,0.2837046676610484,2,0,127,1
13,0.2837046676610484,2,0,127,1
14,0.04223478440835393,2,0,127,1
15,0.04223478440835393,2,0,127,1
16,0.04223478440835393,2,0,127,1
17,0.04223478440835393,2,0,127,1
18,0.04223478440835393,2,0,127,1
19,0.04223478440835393,2,0,127,1
20,0.04223478440835393,2,0,127,1
21,0,0,0,127,1
