Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.33606901131358,4,0,147,1
2,5.33606901131358,4,0,147,1
3,2.846891909683145,5,0,147,1
4,2.846891909683145,5,0,147,1
5,2.846891909683145,5,0,147,1
6,2.846891909683145,5,0,147,1
7,2.846891909683145,5,0,147,1
8,2.846891909683145,5,0,147,1
9,2.846891909683145,5,0,147,1
10,2.846891909683145,5,0,147,1
11,0.5765797784203546,2,0,147,1
12,0.5765797784203546,2,0,147,1
13,0.5765797784203546,2,0,147,1
14,0,0,0,147,1
