Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.3194205525091416,3,0,116,1
2,3.3194205525091416,3,0,116,1
3,3.3194205525091416,3,0,116,1
4,3.3194205525091416,3,0,116,1
5,3.3194205525091416,3,0,116,1
6,3.3194205525091416,3,0,116,1
7,2.959206032692875,3,0,116,1
8,2.959206032692875,3,0,116,1
9,2.959206032692875,3,0,116,1
10,2.959206032692875,3,0,116,1
11,2.959206032692875,3,0,116,1
12,1.7283442599444463,2,0,116,1
13,1.7283442599444463,2,0,116,1
14,0.2845595779085883,2,0,116,1
15,0.06871815018210015,2,0,116,1
16,0.06871815018210015,2,0,116,1
17,0,0,0,116,1
