Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.1685557311869346,4,0,113,1
2,2.165850408150109,2,0,113,1
3,2.165850408150109,2,0,113,1
4,1.6762153865128635,4,0,113,1
5,1.6762153865128635,4,0,113,1
6,1.6762153865128635,4,0,113,1
7,1.6762153865128635,4,0,113,1
8,1.6762153865128635,4,0,113,1
9,1.6762153865128635,4,0,113,1
10,1.6762153865128635,4,0,113,1
11,1.6762153865128635,4,0,113,1
12,0.9199910035832435,2,0,113,1
13,0.9199910035832435,2,0,113,1
14,0.9199910035832435,2,0,113,1
15,0.9199910035832435,2,0,113,1
16,0.38764922121560375,2,0,113,1
17,0.38764922121560375,2,0,113,1
18,0.38764922121560375,2,0,113,1
19,0.38764922121560375,2,0,113,1
20,0.38764922121560375,2,0,113,1
21,0.38764922121560375,2,0,113,1
22,0.38764922121560375,2,0,113,1
23,0.38764922121560375,2,0,113,1
24,0.38764922121560375,2,0,113,1
25,0.38764922121560375,2,0,113,1
26,0.365679734820219,2,0,113,1
27,0,0,0,113,1
