Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.819469253535762,3,0,149,1
2,1.5629646205751833,2,0,149,1
3,1.5629646205751833,2,0,149,1
4,1.5629646205751833,2,0,149,1
5,0.31251354295121914,2,0,149,1
6,0.31251354295121914,2,0,149,1
7,0.31251354295121914,2,0,149,1
8,0.31251354295121914,2,0,149,1
9,0.31251354295121914,2,0,149,1
10,0.31251354295121914,2,0,149,1
11,0.31251354295121914,2,0,149,1
12,0.31251354295121914,2,0,149,1
13,0.31251354295121914,2,0,149,1
14,0,0,0,149,1
