Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.8861291605054706,2,0,752,6
2,1.8861291605054706,2,0,752,6
3,1.8861291605054706,2,0,752,6
4,1.2437556466096016,2,0,752,6
5,1.2437556466096016,2,0,752,6
6,1.2437556466096016,2,0,752,6
7,1.2437556466096016,2,0,752,6
8,1.2437556466096016,2,0,752,6
9,0.7945039310369264,2,0,752,6
10,0.7945039310369264,2,0,752,6
11,0.7945039310369264,2,0,752,6
12,0.7945039310369264,2,0,752,6
13,0.7945039310369264,2,0,752,6
14,0.7945039310369264,2,0,752,6
15,0.7945039310369264,2,0,752,6
16,0.7945039310369264,2,0,752,6
17,0.7945039310369264,2,0,752,6
18,0.7945039310369264,2,0,752,6
19,0,0,0,752,6
