Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,18.132022151464973,3,0,741,6
2,18.132022151464973,3,0,741,6
3,18.132022151464973,3,0,741,6
4,16.905875765756015,6,0,741,6
5,16.905875765756015,6,0,741,6
6,16.905875765756015,6,0,741,6
7,16.905875765756015,6,0,741,6
8,16.905875765756015,6,0,741,6
9,16.905875765756015,6,0,741,6
10,16.905875765756015,6,0,741,6
11,16.905875765756015,6,0,741,6
12,16.905875765756015,6,0,741,6
13,16.905875765756015,6,0,741,6
14,16.905875765756015,6,0,741,6
