Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,9.507978527882226,4,0,153,3
2,9.507978527882226,4,0,153,3
3,9.507978527882226,4,0,153,3
4,9.507978527882226,4,0,153,3
5,9.507978527882226,4,0,153,3
6,9.507978527882226,4,0,153,3
7,9.507978527882226,4,0,153,3
8,7.905353813056091,8,0,153,3
9,7.905353813056091,8,0,153,3
10,7.905353813056091,8,0,153,3
11,7.905353813056091,8,0,153,3
12,7.905353813056091,8,0,153,3
13,7.905353813056091,8,0,153,3
14,7.905353813056091,8,0,153,3
15,7.905353813056091,8,0,153,3
16,7.905353813056091,8,0,153,3
17,7.905353813056091,8,0,153,3
18,7.905353813056091,8,0,153,3
