Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.841218292491746,3,0,105,1
2,2.841218292491746,3,0,105,1
3,2.735379912549278,2,0,105,1
4,1.6195910636592696,3,0,105,1
5,1.6195910636592696,3,0,105,1
6,1.6195910636592696,3,0,105,1
7,1.6195910636592696,3,0,105,1
8,1.6195910636592696,3,0,105,1
9,1.6195910636592696,3,0,105,1
10,1.6195910636592696,3,0,105,1
11,1.6195910636592696,3,0,105,1
12,1.6195910636592696,3,0,105,1
13,0.5876059745089215,2,0,105,1
14,0,0,0,105,1
