Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.714137867062769,2,0,834,8
2,6.510522225735135,4,0,834,8
3,6.510522225735135,4,0,834,8
4,6.510522225735135,4,0,834,8
5,6.510522225735135,4,0,834,8
6,6.510522225735135,4,0,834,8
7,6.510522225735135,4,0,834,8
8,6.510522225735135,4,0,834,8
9,6.510522225735135,4,0,834,8
10,6.510522225735135,4,0,834,8
11,4.7197225239484,3,0,834,8
12,2.9688372483597476,2,0,834,8
13,2.9688372483597476,2,0,834,8
14,0.3082140515838514,2,0,834,8
15,0.3082140515838514,2,0,834,8
16,0.25193397373841364,2,0,834,8
17,0,0,0,834,8
