Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.005478939715948,3,0,142,1
2,6.465663455145243,4,0,142,1
3,6.465663455145243,4,0,142,1
4,4.173953825529152,3,0,142,1
5,1.976140626329883,4,0,142,1
6,1.976140626329883,4,0,142,1
7,1.976140626329883,4,0,142,1
8,1.976140626329883,4,0,142,1
9,1.976140626329883,4,0,142,1
10,1.976140626329883,4,0,142,1
11,1.976140626329883,4,0,142,1
12,1.4758513516794398,2,0,142,1
13,1.4758513516794398,2,0,142,1
14,0,0,0,142,1
