Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.364506203780364,2,0,742,6
2,4.364506203780364,2,0,742,6
3,4.364506203780364,2,0,742,6
4,3.0783631837701204,6,0,742,6
5,3.0783631837701204,6,0,742,6
6,3.0783631837701204,6,0,742,6
7,3.0783631837701204,6,0,742,6
8,3.0783631837701204,6,0,742,6
9,3.0783631837701204,6,0,742,6
10,3.0783631837701204,6,0,742,6
11,3.0783631837701204,6,0,742,6
12,3.0783631837701204,6,0,742,6
13,3.0783631837701204,6,0,742,6
14,3.0783631837701204,6,0,742,6
