Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.23987338969567,6,0,697,5
2,7.913774317781525,6,0,697,5
3,7.913774317781525,6,0,697,5
4,7.685020873981362,8,0,697,5
5,7.685020873981362,8,0,697,5
6,7.685020873981362,8,0,697,5
7,7.685020873981362,8,0,697,5
8,7.685020873981362,8,0,697,5
9,7.685020873981362,8,0,697,5
10,7.685020873981362,8,0,697,5
11,7.685020873981362,8,0,697,5
12,7.685020873981362,8,0,697,5
13,7.685020873981362,8,0,697,5
14,7.685020873981362,8,0,697,5
