Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.698254306178047,2,0,840,9
2,2.818219537224376,2,0,840,9
3,2.818219537224376,2,0,840,9
4,2.818219537224376,2,0,840,9
5,2.818219537224376,2,0,840,9
6,2.617253229689563,2,0,840,9
7,2.617253229689563,2,0,840,9
8,2.2595462807678945,2,0,840,9
9,2.2595462807678945,2,0,840,9
10,0.5176905922787007,2,0,840,9
11,0.5176905922787007,2,0,840,9
12,0.5176905922787007,2,0,840,9
13,0.5176905922787007,2,0,840,9
14,0.5176905922787007,2,0,840,9
15,0.5176905922787007,2,0,840,9
16,0.5176905922787007,2,0,840,9
17,0.2888220464267821,2,0,840,9
18,0,0,0,840,9
