Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,14.529301733781454,6,0,50,0
2,14.529301733781454,6,0,50,0
3,14.529301733781454,6,0,50,0
4,14.529301733781454,6,0,50,0
5,14.529301733781454,6,0,50,0
6,14.529301733781454,6,0,50,0
7,14.529301733781454,6,0,50,0
8,14.529301733781454,6,0,50,0
9,14.529301733781454,6,0,50,0
10,9.876077446347809,8,0,50,0
11,9.876077446347809,8,0,50,0
12,9.876077446347809,8,0,50,0
13,9.876077446347809,8,0,50,0
14,9.876077446347809,8,0,50,0
15,9.876077446347809,8,0,50,0
16,9.876077446347809,8,0,50,0
17,9.876077446347809,8,0,50,0
18,9.876077446347809,8,0,50,0
19,9.876077446347809,8,0,50,0
20,9.876077446347809,8,0,50,0
