Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.8064123281653828,3,0,90,1
2,2.0377993325563697,3,0,90,1
3,2.0377993325563697,3,0,90,1
4,2.0377993325563697,3,0,90,1
5,1.3470999789065203,3,0,90,1
6,1.3470999789065203,3,0,90,1
7,1.3470999789065203,3,0,90,1
8,1.3470999789065203,3,0,90,1
9,1.3470999789065203,3,0,90,1
10,1.3470999789065203,3,0,90,1
11,1.3470999789065203,3,0,90,1
12,1.3470999789065203,3,0,90,1
13,1.3470999789065203,3,0,90,1
14,1.127376054249563,4,0,90,1
15,1.127376054249563,4,0,90,1
16,1.127376054249563,4,0,90,1
17,1.127376054249563,4,0,90,1
18,1.127376054249563,4,0,90,1
19,1.127376054249563,4,0,90,1
20,1.127376054249563,4,0,90,1
21,1.127376054249563,4,0,90,1
22,1.127376054249563,4,0,90,1
23,1.127376054249563,4,0,90,1
24,1.127376054249563,4,0,90,1
