Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.415999943724029,3,0,563,4
2,4.415999943724029,3,0,563,4
3,4.415999943724029,3,0,563,4
4,4.415999943724029,3,0,563,4
5,4.415999943724029,3,0,563,4
6,4.415999943724029,3,0,563,4
7,3.6775792587866176,2,0,563,4
8,1.7695931488101788,2,0,563,4
9,0.5349574823424899,4,0,563,4
10,0.5349574823424899,4,0,563,4
11,0.5349574823424899,4,0,563,4
12,0.5349574823424899,4,0,563,4
13,0.5349574823424899,4,0,563,4
14,0.5349574823424899,4,0,563,4
15,0.5349574823424899,4,0,563,4
16,0.5349574823424899,4,0,563,4
17,0.5349574823424899,4,0,563,4
18,0.5349574823424899,4,0,563,4
19,0.5349574823424899,4,0,563,4
