Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,0.5815772150562211,2,0,811,8
2,0.5815772150562211,2,0,811,8
3,0.5815772150562211,2,0,811,8
4,0.5815772150562211,2,0,811,8
5,0.5815772150562211,2,0,811,8
6,0.5815772150562211,2,0,811,8
7,0.3617630764975086,2,0,811,8
8,0.3617630764975086,2,0,811,8
9,0.3617630764975086,2,0,811,8
10,0.3617630764975086,2,0,811,8
11,0.3617630764975086,2,0,811,8
12,0.3617630764975086,2,0,811,8
13,0.3617630764975086,2,0,811,8
14,0.3617630764975086,2,0,811,8
15,0.3617630764975086,2,0,811,8
16,0,0,0,811,8
