Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.143844351643796,3,0,842,9
2,2.674360611597808,3,0,842,9
3,2.674360611597808,3,0,842,9
4,2.674360611597808,3,0,842,9
5,2.674360611597808,3,0,842,9
6,2.415911475408109,6,0,842,9
7,2.415911475408109,6,0,842,9
8,2.415911475408109,6,0,842,9
9,2.415911475408109,6,0,842,9
10,2.415911475408109,6,0,842,9
11,2.415911475408109,6,0,842,9
12,2.415911475408109,6,0,842,9
13,2.415911475408109,6,0,842,9
14,2.415911475408109,6,0,842,9
15,2.415911475408109,6,0,842,9
16,2.415911475408109,6,0,842,9
