Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,0.8485358372737064,2,0,792,7
2,0.8485358372737064,2,0,792,7
3,0.8485358372737064,2,0,792,7
4,0.3383099980001525,2,0,792,7
5,0.3383099980001525,2,0,792,7
6,0.3383099980001525,2,0,792,7
7,0.3383099980001525,2,0,792,7
8,0.3383099980001525,2,0,792,7
9,0.3383099980001525,2,0,792,7
10,0.3383099980001525,2,0,792,7
11,0.3383099980001525,2,0,792,7
12,0.3383099980001525,2,0,792,7
13,0.3383099980001525,2,0,792,7
14,0.3383099980001525,2,0,792,7
