Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,10.450208266018027,3,0,60,1
2,7.228659351640916,2,0,60,1
3,6.143847975729878,3,0,60,1
4,4.2492032127033745,3,0,60,1
5,4.2492032127033745,3,0,60,1
6,4.2492032127033745,3,0,60,1
7,4.2492032127033745,3,0,60,1
8,4.2492032127033745,3,0,60,1
9,4.2492032127033745,3,0,60,1
10,4.2492032127033745,3,0,60,1
11,4.096734408158884,4,0,60,1
12,4.096734408158884,4,0,60,1
13,4.096734408158884,4,0,60,1
14,4.096734408158884,4,0,60,1
15,0.7026534228842749,2,0,60,1
16,0.7026534228842749,2,0,60,1
17,0.7026534228842749,2,0,60,1
18,0.131705225988469,2,0,60,1
19,0.131705225988469,2,0,60,1
20,0.131705225988469,2,0,60,1
21,0.131705225988469,2,0,60,1
22,0,0,0,60,1
