Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,11.211620404890402,3,0,578,4
2,11.211620404890402,3,0,578,4
3,7.653013511574736,4,0,578,4
4,7.653013511574736,4,0,578,4
5,7.653013511574736,4,0,578,4
6,7.653013511574736,4,0,578,4
7,7.653013511574736,4,0,578,4
8,7.653013511574736,4,0,578,4
9,7.555248115907467,6,0,578,4
10,7.555248115907467,6,0,578,4
11,7.555248115907467,6,0,578,4
12,7.555248115907467,6,0,578,4
13,7.555248115907467,6,0,578,4
14,7.555248115907467,6,0,578,4
15,7.555248115907467,6,0,578,4
16,7.555248115907467,6,0,578,4
17,7.555248115907467,6,0,578,4
18,7.555248115907467,6,0,578,4
19,7.555248115907467,6,0,578,4
