Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.6982646922865854,3,0,139,2
2,2.8874196211979664,2,0,139,2
3,2.8874196211979664,2,0,139,2
4,0.7436428991716078,2,0,139,2
5,0.7436428991716078,2,0,139,2
6,0.7436428991716078,2,0,139,2
7,0.20720312388977113,2,0,139,2
8,0.20720312388977113,2,0,139,2
9,0.20720312388977113,2,0,139,2
10,0.20720312388977113,2,0,139,2
11,0.20720312388977113,2,0,139,2
12,0.20720312388977113,2,0,139,2
13,0.20720312388977113,2,0,139,2
14,0.20720312388977113,2,0,139,2
15,0.20720312388977113,2,0,139,2
16,0,0,0,139,2
