Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,2.477833259165873,4,0,798,7
2,2.477833259165873,4,0,798,7
3,2.477833259165873,4,0,798,7
4,2.477833259165873,4,0,798,7
5,2.477833259165873,4,0,798,7
6,2.477833259165873,4,0,798,7
7,2.477833259165873,4,0,798,7
8,2.477833259165873,4,0,798,7
9,1.0186435922567014,2,0,798,7
10,1.0186435922567014,2,0,798,7
11,1.0186435922567014,2,0,798,7
12,1.0186435922567014,2,0,798,7
13,1.0186435922567014,2,0,798,7
14,0.48815863465990184,2,0,798,7
15,0.48815863465990184,2,0,798,7
16,0.48815863465990184,2,0,798,7
17,0.48815863465990184,2,0,798,7
18,0.48815863465990184,2,0,798,7
19,0.48815863465990184,2,0,798,7
20,0.48815863465990184,2,0,798,7
21,0.48815863465990184,2,0,798,7
22,0.06513612589173334,3,0,798,7
23,0.06513612589173334,3,0,798,7
24,0.06513612589173334,3,0,798,7
25,0.06513612589173334,3,0,798,7
26,0.06513612589173334,3,0,798,7
27,0.06513612589173334,3,0,798,7
28,0.06513612589173334,3,0,798,7
29,0.06513612589173334,3,0,798,7
30,0.06513612589173334,3,0,798,7
31,0.06513612589173334,3,0,798,7
32,0.06513612589173334,3,0,798,7
