Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,8.611504259699643,4,0,629,5
2,8.611504259699643,4,0,629,5
3,8.611504259699643,4,0,629,5
4,6.19411240916418,5,0,629,5
5,6.19411240916418,5,0,629,5
6,6.19411240916418,5,0,629,5
7,6.19411240916418,5,0,629,5
8,6.19411240916418,5,0,629,5
9,6.19411240916418,5,0,629,5
10,6.19411240916418,5,0,629,5
11,6.19411240916418,5,0,629,5
12,6.19411240916418,5,0,629,5
13,6.19411240916418,5,0,629,5
14,6.19411240916418,5,0,629,5
