Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.187460600046617,4,0,130,1
2,6.08425583695367,3,0,130,1
3,6.08425583695367,3,0,130,1
4,6.08425583695367,3,0,130,1
5,6.08425583695367,3,0,130,1
6,5.874597625637944,6,0,130,1
7,5.874597625637944,6,0,130,1
8,5.874597625637944,6,0,130,1
9,5.874597625637944,6,0,130,1
10,5.874597625637944,6,0,130,1
11,5.874597625637944,6,0,130,1
12,5.874597625637944,6,0,130,1
13,5.874597625637944,6,0,130,1
14,5.874597625637944,6,0,130,1
15,5.874597625637944,6,0,130,1
16,5.874597625637944,6,0,130,1
