Gebiet-Name:
siedler5

Gesundheitszentren:
(103.65676793613974, 39.255528646164166)

Ortschaften:
(155.16343274517902, 40.726953701230116)
(66.24852649436937, 1.1917953492690447)
(102.5430201575939, 54.265516649256895)
(172.95708060806962, 18.7491812529941)
(80.80837810100097, 0.6862620519425167)
(83.78651931325595, 22.697116110825007)
(131.28816264044977, 39.65534085297683)
(181.2121720111915, 39.037806854985504)
(161.27713554815654, 75.34314568511017)
(182.8448008911146, 22.474435159397608)
(35.74451649878762, 83.85071958024707)
(51.253691423703664, 79.70747915603367)
(137.79359368686812, 82.60412492875582)
(154.57712895268986, 4.064039482726388)
(94.61246810241563, 60.972963667817936)
(99.98883476873176, 27.24714309150533)
(113.86467638490126, 33.686603982252365)
(177.10511543784585, 56.38289155954912)
(163.583031681891, 52.10107081732143)
(151.76215240368495, 78.92702139779915)
(153.6015635257628, 65.46004744308865)
(131.61678610487442, 17.536963653912125)
(41.00643570539189, 16.659244425538915)
(56.329109116495104, 49.83531069646122)
(48.454508221036264, 5.732352099394391)
(87.73566876821798, 86.16795632068768)
(173.69805691404176, 1.524345170727821)
(123.91391030061871, 97.71557341371721)
(169.61309542150994, 92.81876773123035)
(20.6569341049388, 26.70328114878302)
(118.1669559669284, 22.104879635072013)
(21.9039641271818, 58.39356135954846)
(111.09813905505331, 97.34749727482645)
(144.68225728940064, 35.830386981274934)
(70.6758947170794, 46.00965468459994)
(55.17018102906943, 95.76405484751412)
(78.69029328416504, 62.30955352099454)
(189.00951648472108, 63.859056433561435)
(76.84054674326066, 95.18618673661493)
(107.78513561389288, 16.20986080742263)
(97.77232444601037, 84.63754944117643)
(167.34270266672354, 29.42017966924083)
(69.9775198016896, 57.2882590334336)
(125.91558851989068, 48.907424656168544)
(66.81111666100944, 76.9391546181948)
(158.12403847997913, 90.81569572961298)
(139.8526150719078, 10.817810030211527)
(77.29819950017367, 79.04181459176276)
(81.24552512117722, 37.61523787262583)
(40.453174427265665, 48.603922157180726)
(130.05823524871545, 7.650171018919055)
(134.89431492847777, 70.44710117321026)
(48.27201041473054, 24.482953921727518)
(22.04311233768604, 6.387922858904351)
(107.33955081013602, 67.59447793457647)
(142.6822891843776, 62.69644843521881)
(120.15569755252169, 71.73193493657918)
(189.3934684659006, 2.0856462842548282)
(33.90108585115376, 8.802111905077547)
(21.140459331250057, 40.026627417832756)
(82.85104083889972, 48.20519171406159)
(114.55214341260569, 43.93878726660201)
(107.59273337659928, 82.05838153593471)
(91.23267382717893, 76.61186801942902)
(166.07766581506039, 62.240537776061146)
(179.67950605763357, 10.1489943757371)
(37.375378167516565, 36.14639926641174)
(170.39477530585424, 42.83540332821372)
(85.01520272235817, 9.811329755381282)
(39.86428923745363, 0.5058182311213102)
(179.90883427659128, 69.34207602014686)
(27.131827708632414, 96.96495200119776)
(102.9538423196139, 37.240497270717725)
(64.78393725055379, 93.00836490260649)
(70.74837398718017, 30.857152423938718)
(177.19018159207712, 79.42620762083672)
(147.4529466409931, 21.579244324928702)
(43.58196025610981, 95.10370293683638)
(158.23776507481114, 24.540813345395)
(91.6402132546753, 33.924469603670346)
(30.15780345020643, 19.41537555890533)
(68.54020747525567, 14.69330504214145)
(96.17692888792196, 10.038534505138326)
(56.10802163059256, 18.044495452096335)
(132.8586607973617, 91.74499778280762)
(143.19308798440716, 52.63986497363658)
(59.96732152275497, 60.822197253254586)
(52.76690221628269, 34.69820231503261)
(122.28391641314333, 60.276463041570246)
(113.32718002340367, 3.331222408338418)
(27.090287030183333, 76.51538410973258)
(187.21379062027086, 98.2664975328189)

zunahe Ortschaften:


geschuetzte Ortschaften:
(155.16343274517902, 40.726953701230116)
(66.24852649436937, 1.1917953492690447)
(102.5430201575939, 54.265516649256895)
(172.95708060806962, 18.7491812529941)
(80.80837810100097, 0.6862620519425167)
(83.78651931325595, 22.697116110825007)
(131.28816264044977, 39.65534085297683)
(181.2121720111915, 39.037806854985504)
(161.27713554815654, 75.34314568511017)
(182.8448008911146, 22.474435159397608)
(35.74451649878762, 83.85071958024707)
(51.253691423703664, 79.70747915603367)
(137.79359368686812, 82.60412492875582)
(154.57712895268986, 4.064039482726388)
(94.61246810241563, 60.972963667817936)
(99.98883476873176, 27.24714309150533)
(113.86467638490126, 33.686603982252365)
(177.10511543784585, 56.38289155954912)
(163.583031681891, 52.10107081732143)
(151.76215240368495, 78.92702139779915)
(153.6015635257628, 65.46004744308865)
(131.61678610487442, 17.536963653912125)
