Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.591981731783495,5,0,56,1
2,3.154285998710284,5,0,56,1
3,2.677263266409592,4,0,56,1
4,2.677263266409592,4,0,56,1
5,2.5068375052155742,3,0,56,1
6,2.5068375052155742,3,0,56,1
7,2.5068375052155742,3,0,56,1
8,2.0895715209976604,4,0,56,1
9,2.0895715209976604,4,0,56,1
10,2.0895715209976604,4,0,56,1
11,2.0895715209976604,4,0,56,1
12,1.1878043391020139,3,0,56,1
13,1.1878043391020139,3,0,56,1
14,1.1878043391020139,3,0,56,1
15,1.1878043391020139,3,0,56,1
16,1.1878043391020139,3,0,56,1
17,0.9731340498605725,2,0,56,1
18,0.3993072718567987,2,0,56,1
19,0.3993072718567987,2,0,56,1
20,0,0,0,56,1
