Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.182271119553672,4,0,100,1
2,5.182271119553672,4,0,100,1
3,5.182271119553672,4,0,100,1
4,5.182271119553672,4,0,100,1
5,5.182271119553672,4,0,100,1
6,5.182271119553672,4,0,100,1
7,5.182271119553672,4,0,100,1
8,5.182271119553672,4,0,100,1
9,5.182271119553672,4,0,100,1
10,3.6016988092268853,2,0,100,1
11,0.5827538893731532,2,0,100,1
12,0.5827538893731532,2,0,100,1
13,0.5827538893731532,2,0,100,1
14,0.5827538893731532,2,0,100,1
15,0.5827538893731532,2,0,100,1
16,0.5827538893731532,2,0,100,1
17,0.3904954867444079,2,0,100,1
18,0,0,0,100,1
