Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.55227273144828,4,0,161,0
2,4.55227273144828,4,0,161,0
3,4.55227273144828,4,0,161,0
4,4.55227273144828,4,0,161,0
5,4.55227273144828,4,0,161,0
6,4.55227273144828,4,0,161,0
7,4.55227273144828,4,0,161,0
8,2.565106830095182,4,0,161,0
9,2.565106830095182,4,0,161,0
10,2.565106830095182,4,0,161,0
11,2.565106830095182,4,0,161,0
12,2.565106830095182,4,0,161,0
13,2.565106830095182,4,0,161,0
14,0.8761439542947258,2,0,161,0
15,0.8761439542947258,2,0,161,0
16,0.8442954580524002,2,0,161,0
17,0.8442954580524002,2,0,161,0
18,0.8442954580524002,2,0,161,0
19,0.8442954580524002,2,0,161,0
20,0.8442954580524002,2,0,161,0
21,0.8442954580524002,2,0,161,0
22,0,0,0,161,0
