Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,15.118812163547842,4,0,25,0
2,6.049912378029745,5,0,25,0
3,5.915432925111229,6,0,25,0
4,5.915432925111229,6,0,25,0
5,5.915432925111229,6,0,25,0
6,5.030252395321888,3,0,25,0
7,5.030252395321888,3,0,25,0
8,5.030252395321888,3,0,25,0
9,3.7949759728563777,5,0,25,0
10,3.7949759728563777,5,0,25,0
11,3.7949759728563777,5,0,25,0
12,3.7949759728563777,5,0,25,0
13,3.7949759728563777,5,0,25,0
14,3.7949759728563777,5,0,25,0
15,3.7949759728563777,5,0,25,0
16,3.7949759728563777,5,0,25,0
17,3.7949759728563777,5,0,25,0
18,3.7949759728563777,5,0,25,0
19,3.2777431738087905,4,0,25,0
20,3.2777431738087905,4,0,25,0
21,0,0,0,25,0
