Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.778447627379572,2,0,78,1
2,3.6710035686847666,3,0,78,1
3,3.6710035686847666,3,0,78,1
4,1.9982310496067885,4,0,78,1
5,0.5065280628256517,2,0,78,1
6,0.5065280628256517,2,0,78,1
7,0.2018357187284625,2,0,78,1
8,0.2018357187284625,2,0,78,1
9,0.2018357187284625,2,0,78,1
10,0.2018357187284625,2,0,78,1
11,0.2018357187284625,2,0,78,1
12,0.2018357187284625,2,0,78,1
13,0.2018357187284625,2,0,78,1
14,0.2018357187284625,2,0,78,1
15,0.2018357187284625,2,0,78,1
16,0,0,0,78,1
