Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.27495427314059,5,0,49,0
2,5.27495427314059,5,0,49,0
3,5.27495427314059,5,0,49,0
4,5.27495427314059,5,0,49,0
5,5.27495427314059,5,0,49,0
6,4.129579219825242,4,0,49,0
7,4.129579219825242,4,0,49,0
8,4.129579219825242,4,0,49,0
9,2.328963375213789,4,0,49,0
10,2.328963375213789,4,0,49,0
11,2.328963375213789,4,0,49,0
12,0.9610725013613788,3,0,49,0
13,0.9610725013613788,3,0,49,0
14,0.9610725013613788,3,0,49,0
15,0.9610725013613788,3,0,49,0
16,0,0,0,49,0
