Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.5018225030428347,2,0,128,1
2,1.5018225030428347,2,0,128,1
3,1.5018225030428347,2,0,128,1
4,1.5018225030428347,2,0,128,1
5,1.5018225030428347,2,0,128,1
6,0.8124286188347707,2,0,128,1
7,0.8124286188347707,2,0,128,1
8,0.8124286188347707,2,0,128,1
9,0.8124286188347707,2,0,128,1
10,0.8124286188347707,2,0,128,1
11,0.8124286188347707,2,0,128,1
12,0.8124286188347707,2,0,128,1
13,0.8124286188347707,2,0,128,1
14,0.8124286188347707,2,0,128,1
15,0.8124286188347707,2,0,128,1
16,0.5150148979515166,2,0,128,1
17,0.5150148979515166,2,0,128,1
18,0.5150148979515166,2,0,128,1
19,0.5150148979515166,2,0,128,1
20,0.5150148979515166,2,0,128,1
21,0,0,0,128,1
