Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,11.136137072460267,3,0,22,0
2,11.136137072460267,3,0,22,0
3,11.136137072460267,3,0,22,0
4,8.404502169485244,3,0,22,0
5,8.404502169485244,3,0,22,0
6,2.4818176283094573,2,0,22,0
7,1.8343404963466234,2,0,22,0
8,1.8343404963466234,2,0,22,0
9,1.8343404963466234,2,0,22,0
10,1.8343404963466234,2,0,22,0
11,1.8343404963466234,2,0,22,0
12,1.8343404963466234,2,0,22,0
13,1.8343404963466234,2,0,22,0
14,1.8343404963466234,2,0,22,0
15,1.74865117432336,2,0,22,0
16,1.74865117432336,2,0,22,0
17,1.74865117432336,2,0,22,0
18,0,0,0,22,0
