Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,5.677966018312283,3,0,38,0
2,5.677966018312283,3,0,38,0
3,5.677966018312283,3,0,38,0
4,3.4372668706198866,4,0,38,0
5,2.661420441289117,3,0,38,0
6,2.661420441289117,3,0,38,0
7,2.661420441289117,3,0,38,0
8,2.661420441289117,3,0,38,0
9,2.661420441289117,3,0,38,0
10,1.366860823045581,2,0,38,0
11,1.366860823045581,2,0,38,0
12,0.48168589916097915,2,0,38,0
13,0.48168589916097915,2,0,38,0
14,0.48168589916097915,2,0,38,0
15,0.48168589916097915,2,0,38,0
16,0.48168589916097915,2,0,38,0
17,0.48168589916097915,2,0,38,0
18,0.48168589916097915,2,0,38,0
19,0.11601909465894877,2,0,38,0
20,0.11601909465894877,2,0,38,0
21,0.11601909465894877,2,0,38,0
22,0.11601909465894877,2,0,38,0
23,0.11601909465894877,2,0,38,0
24,0,0,0,38,0
