Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.816987427241172,3,0,755,6
2,4.816987427241172,3,0,755,6
3,1.8748961233329098,2,0,755,6
4,1.8748961233329098,2,0,755,6
5,1.8748961233329098,2,0,755,6
6,1.8748961233329098,2,0,755,6
7,1.8748961233329098,2,0,755,6
8,1.8748961233329098,2,0,755,6
9,1.2211454146896337,2,0,755,6
10,1.2211454146896337,2,0,755,6
11,1.2211454146896337,2,0,755,6
12,0.9228043831931778,2,0,755,6
13,0.2476814429561216,2,0,755,6
14,0.2476814429561216,2,0,755,6
15,0.2476814429561216,2,0,755,6
16,0.2476814429561216,2,0,755,6
17,0.2476814429561216,2,0,755,6
18,0.2476814429561216,2,0,755,6
19,0,0,0,755,6
