Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,7.218971426240968,3,0,33,0
2,7.218971426240968,3,0,33,0
3,7.218971426240968,3,0,33,0
4,6.11563519037251,4,0,33,0
5,6.11563519037251,4,0,33,0
6,5.791401487683164,6,0,33,0
7,5.791401487683164,6,0,33,0
8,5.791401487683164,6,0,33,0
9,5.791401487683164,6,0,33,0
10,5.791401487683164,6,0,33,0
11,5.791401487683164,6,0,33,0
12,5.791401487683164,6,0,33,0
13,5.791401487683164,6,0,33,0
14,5.791401487683164,6,0,33,0
15,3.8713042766424124,4,0,33,0
16,3.8713042766424124,4,0,33,0
17,3.8713042766424124,4,0,33,0
18,3.8713042766424124,4,0,33,0
19,2.0234708235830965,2,0,33,0
20,0,0,0,33,0
