Gebiet-Name:
griechenland

Gesundheitszentren:
(104.2991472812022, 277.55345314642665)
(153.48091875376593, 111.06479772951923)

Ortschaften:
(75.52814370623582, 257.7093590237944)
(177.03532656263738, 310.3482277173032)
(146.46653475925118, 243.72555122532142)
(75.53485523396512, 322.31642640127325)
(100.05351288538719, 267.9084515192981)
(213.00547358106232, 539.7671191457974)
(130.14932677911094, 240.14988410900054)
(278.5587198726715, 70.48891741161574)
(306.46865493316704, 340.4581526019678)
(100.93349443046553, 298.772992810159)
(176.49614853325843, 432.3196003788166)
(478.8823180332854, 100.4784949382014)
(107.26110031110703, 172.96491139050008)
(109.91904479413853, 345.4445054947427)
(246.1052333964534, 361.83972365967315)
(24.25964456056537, 274.6505945335611)
(109.78666659244229, 330.4407586336405)
(118.28133838222112, 338.90390339053323)
(179.0937183461523, 265.2263537452357)
(232.65306528704764, 316.30051203894504)
(559.0370893716578, 49.72145573100504)
(106.19455007503072, 242.6850749490865)
(189.7056798181413, 184.83478611730962)
(386.1390917368389, 65.9801856017666)
(163.12422430700607, 311.5749424604601)
(225.34657491968733, 489.5828783779929)
(118.5124915656769, 387.2428427164826)
(212.57195096459273, 137.81031813672692)
(91.32695772429437, 141.61763496440722)
(539.7005198560946, 11.914768992730068)
(111.14543254563152, 452.2656552545235)
(265.3868281487145, 352.16225402735137)
(244.717617494551, 573.7264748945149)
(195.32316014279806, 441.45825344071056)
(52.27310223448093, 235.44721045142887)
(145.37297503768676, 172.6316195519029)
(227.92068445319129, 120.1648786294864)
(54.872419023992535, 353.2941036187598)
(214.12635334616314, 383.3393603707841)
(539.8097526163057, 55.36112200819557)
(260.57073070244337, 588.3982839395451)
(124.48473465049291, 184.95069174321785)
(124.65849578400972, 328.08994940057926)
(104.09209775670503, 121.47781124539469)
(64.88895095719153, 301.58156530466897)
(343.62957205774353, 115.81671444053721)
(155.052569612197, 492.5695869874916)
(175.37410971627372, 157.16868526722632)
(141.08585598052605, 132.89228434751075)
(183.8683272097789, 249.28377918764832)
(352.2998830222184, 29.0650635360755)
(129.66544359796848, 429.772852443016)
(508.39344478125673, 111.7446826805405)
(110.39245963249873, 132.3170016389947)
(44.78837276797064, 223.77648166207888)
(30.522059445819018, 266.68747561224126)
(160.7986492163192, 179.42631866228783)
(45.549889007713475, 282.4622983856213)
(203.60978636928138, 582.0416471045928)
(158.4193112788826, 262.4439309034588)
(219.77150776549595, 261.9065902476728)
(252.17379717247996, 311.4664544583371)
(214.29371480963687, 508.4866868523214)
(81.30486589785396, 271.85852015704387)
(212.66352645841087, 239.14188357111212)
(86.63276782916842, 130.58373988459178)
(154.5164595702593, 88.10140832585957)
(44.10049894996334, 198.7461138792659)
(111.96043219431414, 310.34184336085065)
