Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,14.187394094713913,5,0,564,4
2,9.876187088238137,8,0,564,4
3,9.876187088238137,8,0,564,4
4,9.876187088238137,8,0,564,4
5,7.812919733898675,7,0,564,4
6,7.812919733898675,7,0,564,4
7,7.812919733898675,7,0,564,4
8,7.812919733898675,7,0,564,4
9,7.812919733898675,7,0,564,4
10,7.812919733898675,7,0,564,4
11,7.812919733898675,7,0,564,4
12,7.812919733898675,7,0,564,4
13,7.812919733898675,7,0,564,4
14,7.812919733898675,7,0,564,4
15,7.812919733898675,7,0,564,4
