Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.0392413645908825,3,0,81,1
2,4.0392413645908825,3,0,81,1
3,4.0392413645908825,3,0,81,1
4,4.0392413645908825,3,0,81,1
5,4.0392413645908825,3,0,81,1
6,4.0392413645908825,3,0,81,1
7,4.0392413645908825,3,0,81,1
8,4.0392413645908825,3,0,81,1
9,1.8382235150105242,4,0,81,1
10,1.8382235150105242,4,0,81,1
11,1.8382235150105242,4,0,81,1
12,1.8382235150105242,4,0,81,1
13,1.8382235150105242,4,0,81,1
14,1.8382235150105242,4,0,81,1
15,1.8382235150105242,4,0,81,1
16,1.8382235150105242,4,0,81,1
17,1.8382235150105242,4,0,81,1
18,1.8382235150105242,4,0,81,1
19,0.9034118610574531,2,0,81,1
20,0.9034118610574531,2,0,81,1
21,0.9034118610574531,2,0,81,1
22,0.9034118610574531,2,0,81,1
23,0.9034118610574531,2,0,81,1
24,0,0,0,81,1
