Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.235478773294842,3,0,104,1
2,3.235478773294842,3,0,104,1
3,3.235478773294842,3,0,104,1
4,3.235478773294842,3,0,104,1
5,3.235478773294842,3,0,104,1
6,3.235478773294842,3,0,104,1
7,3.235478773294842,3,0,104,1
8,3.235478773294842,3,0,104,1
9,3.235478773294842,3,0,104,1
10,3.235478773294842,3,0,104,1
11,2.067713021088972,3,0,104,1
12,2.067713021088972,3,0,104,1
13,2.067713021088972,3,0,104,1
14,2.067713021088972,3,0,104,1
15,2.067713021088972,3,0,104,1
16,2.067713021088972,3,0,104,1
17,2.067713021088972,3,0,104,1
18,2.067713021088972,3,0,104,1
19,2.067713021088972,3,0,104,1
20,0.13804940648065767,2,0,104,1
21,0.13804940648065767,2,0,104,1
22,0.13804940648065767,2,0,104,1
23,0.13804940648065767,2,0,104,1
24,0.13804940648065767,2,0,104,1
25,0.13804940648065767,2,0,104,1
26,0.13804940648065767,2,0,104,1
27,0.13804940648065767,2,0,104,1
28,0.13804940648065767,2,0,104,1
29,0.13804940648065767,2,0,104,1
30,0,0,0,104,1
