Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,11.400959138672672,5,0,751,6
2,11.400959138672672,5,0,751,6
3,9.330798025460732,4,0,751,6
4,9.176049002305314,4,0,751,6
5,9.176049002305314,4,0,751,6
6,9.176049002305314,4,0,751,6
7,7.32665001985758,5,0,751,6
8,7.32665001985758,5,0,751,6
9,7.32665001985758,5,0,751,6
10,7.32665001985758,5,0,751,6
11,7.32665001985758,5,0,751,6
12,7.32665001985758,5,0,751,6
13,7.32665001985758,5,0,751,6
14,7.32665001985758,5,0,751,6
15,7.32665001985758,5,0,751,6
16,7.32665001985758,5,0,751,6
17,7.32665001985758,5,0,751,6
