Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,6.088002140180439,2,0,120,1
2,1.9870824952633672,4,0,120,1
3,1.9870824952633672,4,0,120,1
4,1.9870824952633672,4,0,120,1
5,1.9870824952633672,4,0,120,1
6,1.9870824952633672,4,0,120,1
7,1.9870824952633672,4,0,120,1
8,1.9870824952633672,4,0,120,1
9,0.04828924540528412,2,0,120,1
10,0.04828924540528412,2,0,120,1
11,0.04828924540528412,2,0,120,1
12,0.04828924540528412,2,0,120,1
13,0.04828924540528412,2,0,120,1
14,0,0,0,120,1
