Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,1.5826617240532208,2,0,146,2
2,1.5826617240532208,2,0,146,2
3,1.5826617240532208,2,0,146,2
4,1.5826617240532208,2,0,146,2
5,1.5826617240532208,2,0,146,2
6,1.5826617240532208,2,0,146,2
7,1.5826617240532208,2,0,146,2
8,1.5826617240532208,2,0,146,2
9,1.5826617240532208,2,0,146,2
10,1.5468234356101345,2,0,146,2
11,1.5468234356101345,2,0,146,2
12,1.5468234356101345,2,0,146,2
13,1.5468234356101345,2,0,146,2
14,1.5468234356101345,2,0,146,2
15,1.5468234356101345,2,0,146,2
16,1.5468234356101345,2,0,146,2
17,1.5468234356101345,2,0,146,2
18,1.5468234356101345,2,0,146,2
19,0.6391816060455255,2,0,146,2
20,0.6391816060455255,2,0,146,2
21,0.6391816060455255,2,0,146,2
22,0.6391816060455255,2,0,146,2
23,0.6391816060455255,2,0,146,2
24,0.6391816060455255,2,0,146,2
25,0.6391816060455255,2,0,146,2
26,0,0,0,146,2
