Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,9.920491723859335,4,0,632,5
2,9.920491723859335,4,0,632,5
3,9.920491723859335,4,0,632,5
4,9.920491723859335,4,0,632,5
5,9.920491723859335,4,0,632,5
6,9.920491723859335,4,0,632,5
7,8.336880465078588,7,0,632,5
8,8.336880465078588,7,0,632,5
9,8.336880465078588,7,0,632,5
10,8.336880465078588,7,0,632,5
11,8.336880465078588,7,0,632,5
12,8.336880465078588,7,0,632,5
13,8.336880465078588,7,0,632,5
14,8.336880465078588,7,0,632,5
15,6.266958940734854,12,0,632,5
16,6.266958940734854,12,0,632,5
17,6.266958940734854,12,0,632,5
18,6.266958940734854,12,0,632,5
19,6.266958940734854,12,0,632,5
20,6.266958940734854,12,0,632,5
21,6.266958940734854,12,0,632,5
22,6.266958940734854,12,0,632,5
23,6.266958940734854,12,0,632,5
24,6.266958940734854,12,0,632,5
25,6.266958940734854,12,0,632,5
