Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,4.256372517935778,3,0,132,2
2,4.256372517935778,3,0,132,2
3,4.256372517935778,3,0,132,2
4,4.256372517935778,3,0,132,2
5,4.256372517935778,3,0,132,2
6,4.256372517935778,3,0,132,2
7,4.256372517935778,3,0,132,2
8,2.791473349883381,4,0,132,2
9,1.4756694372104366,4,0,132,2
10,1.4756694372104366,4,0,132,2
11,1.4756694372104366,4,0,132,2
12,1.4756694372104366,4,0,132,2
13,1.4756694372104366,4,0,132,2
14,1.4756694372104366,4,0,132,2
15,1.4756694372104366,4,0,132,2
16,1.4756694372104366,4,0,132,2
17,1.4756694372104366,4,0,132,2
18,1.4756694372104366,4,0,132,2
19,1.4756694372104366,4,0,132,2
