Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,12.063468355123305,5,0,162,0
2,8.419588484367232,6,0,162,0
3,8.419588484367232,6,0,162,0
4,8.419588484367232,6,0,162,0
5,8.419588484367232,6,0,162,0
6,8.419588484367232,6,0,162,0
7,8.419588484367232,6,0,162,0
8,8.419588484367232,6,0,162,0
9,8.419588484367232,6,0,162,0
10,7.796941546764156,9,0,162,0
11,7.796941546764156,9,0,162,0
12,7.796941546764156,9,0,162,0
13,7.796941546764156,9,0,162,0
14,7.796941546764156,9,0,162,0
15,7.796941546764156,9,0,162,0
16,7.796941546764156,9,0,162,0
17,7.014990083958075,5,0,162,0
18,7.014990083958075,5,0,162,0
19,6.387449220270721,6,0,162,0
20,6.387449220270721,6,0,162,0
21,6.387449220270721,6,0,162,0
22,6.387449220270721,6,0,162,0
23,6.387449220270721,6,0,162,0
24,3.4869829061647586,4,0,162,0
25,3.4869829061647586,4,0,162,0
26,3.4869829061647586,4,0,162,0
27,3.4869829061647586,4,0,162,0
28,3.4869829061647586,4,0,162,0
29,3.4869829061647586,4,0,162,0
30,3.4869829061647586,4,0,162,0
31,2.7856931429945355,2,0,162,0
32,2.7856931429945355,2,0,162,0
33,2.272019188102245,4,0,162,0
34,2.272019188102245,4,0,162,0
35,2.272019188102245,4,0,162,0
36,2.272019188102245,4,0,162,0
37,2.272019188102245,4,0,162,0
38,2.272019188102245,4,0,162,0
39,2.272019188102245,4,0,162,0
40,2.272019188102245,4,0,162,0
41,2.272019188102245,4,0,162,0
42,2.272019188102245,4,0,162,0
43,1.7385927074238978,4,0,162,0
44,0,0,0,162,0
