Iteration,Loss,#OrtschaftenZuNah,#OrtschaftenNichtImGebiet,#Ortschaften,#Gesundheitszentren
1,3.6173782264891976,4,0,121,1
2,3.6173782264891976,4,0,121,1
3,3.6173782264891976,4,0,121,1
4,3.6173782264891976,4,0,121,1
5,3.6173782264891976,4,0,121,1
6,3.6173782264891976,4,0,121,1
7,3.6173782264891976,4,0,121,1
8,2.3709342043402115,2,0,121,1
9,0.3400584978780312,2,0,121,1
10,0.3400584978780312,2,0,121,1
11,0.3400584978780312,2,0,121,1
12,0.3400584978780312,2,0,121,1
13,0.3400584978780312,2,0,121,1
14,0.3400584978780312,2,0,121,1
15,0.3400584978780312,2,0,121,1
16,0.3400584978780312,2,0,121,1
17,0.22351454441083263,2,0,121,1
18,0.22351454441083263,2,0,121,1
19,0.22351454441083263,2,0,121,1
20,0,0,0,121,1
